Date;account;debit;Credit;memo
2026-04-19;1000 Cash;;5593.0;Pay BILL-3122 Helix IT Solutions CHK#1006
2026-04-19;2000 Accounts Payable;5593.0;;Pay BILL-3122 Helix IT Solutions CHK#1006
2026-04-20;1100 Accounts Receivable;28050.0;;Invoice INV-2231 - Pinehurst Digital
2026-04-20;4100 Shipping Income;;28050.0;Invoice INV-2231 - Pinehurst Digital
2026-04-22;1000 Cash;;10087.0;Pay BILL-3124 Pillar Accounting Services CHK#1005
2026-04-22;2000 Accounts Payable;10087.0;;Pay BILL-3124 Pillar Accounting Services CHK#1005
2026-04-24;1100 Accounts Receivable;14431.0;;Invoice INV-2232 - Pinehurst Digital
2026-04-24;4100 Shipping Income;;14431.0;Invoice INV-2232 - Pinehurst Digital
2026-04-27;1000 Cash;26392.0;;Deposit - Marlowe & Finch INV-2230
2026-04-27;1100 Accounts Receivable;;26392.0;Deposit - Marlowe & Finch INV-2230
2026-04-28;1000 Cash;;57475.0;Payroll 2026-04/16-04/30
2026-04-28;2300 Payroll Liabilities;;16210.0;Payroll 2026-04/16-04/30
2026-04-28;6000 Salaries Expense;73685.0;;Payroll 2026-04/16-04/30
2026-04-28;1300 Prepaid Insurance;;185.0;Monthly insurance amortization
2026-04-28;6400 Insurance Expense;185.0;;Monthly insurance amortization
2026-04-28;1590 Accumulated Depreciation;;1033.36;Monthly depreciation
2026-04-28;6800 Depreciation Expense;1033.36;;Monthly depreciation
2026-05-03;1000 Cash;;14720.0;Rent - Harborstone Realty Partners
2026-05-03;6100 Rent Expense;14720.0;;Rent - Harborstone Realty Partners
2026-05-03;2000 Accounts Payable;;4052.0;BILL-3130 Junction Utility Co-op
2026-05-03;6500 Utilities Expense;4052.0;;BILL-3130 Junction Utility Co-op
2026-05-08;2000 Accounts Payable;;7439.0;BILL-3132 Kite Digital Ads
2026-05-08;6200 Advertising & Marketing;7439.0;;BILL-3132 Kite Digital Ads
2026-05-09;1000 Cash;32511.0;;Deposit - Brockman & Hale INV-2233
2026-05-09;1100 Accounts Receivable;;32511.0;Deposit - Brockman & Hale INV-2233
2026-05-10;1000 Cash;;4052.0;Pay BILL-3130 Junction Utility Co-op CHK#1008
2026-05-10;2000 Accounts Payable;4052.0;;Pay BILL-3130 Junction Utility Co-op CHK#1008
2026-05-11;1000 Cash;46073.0;;Deposit - Zephyr Dynamics INV-2229
2026-05-11;1100 Accounts Receivable;;46073.0;Deposit - Zephyr Dynamics INV-2229
2026-05-12;1100 Accounts Receivable;19520.0;;Invoice INV-2237 - Zephyr Dynamics
2026-05-12;4000 Product Sales;;19520.0;Invoice INV-2237 - Zephyr Dynamics
2026-05-12;1400 Inventory;;10997.0;COGS - INV-2237
2026-05-12;5000 Cost of Goods Sold;10997.0;;COGS - INV-2237
2026-05-12;2000 Accounts Payable;;9629.0;BILL-3127 Uptown Catering Co.
2026-05-12;6700 Office Supplies;9629.0;;BILL-3127 Uptown Catering Co.
2026-05-13;1000 Cash;;7439.0;Pay BILL-3132 Kite Digital Ads CHK#1009
2026-05-13;2000 Accounts Payable;7439.0;;Pay BILL-3132 Kite Digital Ads CHK#1009
2026-05-14;1100 Accounts Receivable;7925.0;;Invoice INV-2234 - Zephyr Dynamics
2026-05-14;4100 Shipping Income;;7925.0;Invoice INV-2234 - Zephyr Dynamics
2026-05-15;1000 Cash;;50817.0;Payroll 2026-05/01-05/15
2026-05-15;2300 Payroll Liabilities;;14332.0;Payroll 2026-05/01-05/15
2026-05-15;6000 Salaries Expense;65149.0;;Payroll 2026-05/01-05/15
2026-05-16;1100 Accounts Receivable;32819.0;;Invoice INV-2235 - Brockman & Hale
2026-05-16;4000 Product Sales;;32819.0;Invoice INV-2235 - Brockman & Hale
2026-05-16;1400 Inventory;;14981.0;COGS - INV-2235
2026-05-16;5000 Cost of Goods Sold;14981.0;;COGS - INV-2235
2026-05-19;1100 Accounts Receivable;44089.0;;Invoice INV-2236 - Brockman & Hale
2026-05-19;4000 Product Sales;;44089.0;Invoice INV-2236 - Brockman & Hale
2026-05-19;1400 Inventory;;24777.0;COGS - INV-2236
2026-05-19;5000 Cost of Goods Sold;24777.0;;COGS - INV-2236
2026-05-20;1000 Cash;28050.0;;Deposit - Pinehurst Digital INV-2231
2026-05-20;1100 Accounts Receivable;;28050.0;Deposit - Pinehurst Digital INV-2231
2026-05-20;2000 Accounts Payable;;4004.0;BILL-3131 Junction Utility Co-op
2026-05-20;6500 Utilities Expense;4004.0;;BILL-3131 Junction Utility Co-op
2026-05-21;2000 Accounts Payable;;9083.0;BILL-3129 Ridgeline Telecom
2026-05-21;6500 Utilities Expense;9083.0;;BILL-3129 Ridgeline Telecom
2026-05-22;2000 Accounts Payable;;7966.0;BILL-3128 Meridian Legal LLP
2026-05-22;6600 Professional Fees;7966.0;;BILL-3128 Meridian Legal LLP
2026-05-27;1000 Cash;;9083.0;Pay BILL-3129 Ridgeline Telecom CHK#1010
2026-05-27;2000 Accounts Payable;9083.0;;Pay BILL-3129 Ridgeline Telecom CHK#1010
2026-05-27;1000 Cash;;7966.0;Pay BILL-3128 Meridian Legal LLP CHK#1011
2026-05-27;2000 Accounts Payable;7966.0;;Pay BILL-3128 Meridian Legal LLP CHK#1011
2026-05-28;1000 Cash;;50856.0;Payroll 2026-05/16-05/30
2026-05-28;2300 Payroll Liabilities;;14343.0;Payroll 2026-05/16-05/30
2026-05-28;6000 Salaries Expense;65199.0;;Payroll 2026-05/16-05/30
2026-05-28;1300 Prepaid Insurance;;185.0;Monthly insurance amortization
2026-05-28;6400 Insurance Expense;185.0;;Monthly insurance amortization
2026-05-28;1590 Accumulated Depreciation;;1033.36;Monthly depreciation
2026-05-28;6800 Depreciation Expense;1033.36;;Monthly depreciation
2026-06-02;2000 Accounts Payable;;8040.0;BILL-3136 Meridian Legal LLP
2026-06-02;6600 Professional Fees;8040.0;;BILL-3136 Meridian Legal LLP
2026-06-03;1000 Cash;;14720.0;Rent - Harborstone Realty Partners
2026-06-03;6100 Rent Expense;14720.0;;Rent - Harborstone Realty Partners
2026-06-04;2000 Accounts Payable;;8577.0;BILL-3133 Willow Creek Packaging
2026-06-04;5100 Freight & Shipping;8577.0;;BILL-3133 Willow Creek Packaging
2026-06-05;2000 Accounts Payable;;15769.16;BILL-3139 Zenith Freight Lines
2026-06-05;5100 Freight & Shipping;15769.16;;BILL-3139 Zenith Freight Lines
2026-06-05;1000 Cash;;720.0;Prepaid software - 12 month license (Nimbus Apps Inc.)
2026-06-05;1310 Prepaid Software;720.0;;Prepaid software - 12 month license (Nimbus Apps Inc.)
2026-06-06;1000 Cash;14431.0;;Deposit - Pinehurst Digital INV-2232
2026-06-06;1100 Accounts Receivable;;14431.0;Deposit - Pinehurst Digital INV-2232
2026-06-07;1100 Accounts Receivable;26662.0;;Invoice INV-2238 - Zephyr Dynamics
2026-06-07;4100 Shipping Income;;26662.0;Invoice INV-2238 - Zephyr Dynamics
2026-06-08;1100 Accounts Receivable;31631.0;;Invoice INV-2239 - Rosewood Retail
2026-06-08;4000 Product Sales;;31631.0;Invoice INV-2239 - Rosewood Retail
2026-06-08;1400 Inventory;;15671.0;COGS - INV-2239
2026-06-08;5000 Cost of Goods Sold;15671.0;;COGS - INV-2239
2026-06-09;1000 Cash;;15769.16;Pay BILL-3139 Zenith Freight Lines CHK#1014
2026-06-09;2000 Accounts Payable;15769.16;;Pay BILL-3139 Zenith Freight Lines CHK#1014
2026-06-09;2000 Accounts Payable;;11630.16;BILL-3138 Kite Digital Ads
2026-06-09;6200 Advertising & Marketing;11630.16;;BILL-3138 Kite Digital Ads
2026-06-10;1000 Cash;;8577.0;Pay BILL-3133 Willow Creek Packaging CHK#1013
2026-06-10;2000 Accounts Payable;8577.0;;Pay BILL-3133 Willow Creek Packaging CHK#1013
2026-06-11;2000 Accounts Payable;;27261.59;BILL-3137 Meridian Legal LLP
2026-06-11;6600 Professional Fees;27261.59;;BILL-3137 Meridian Legal LLP
2026-06-12;1000 Cash;19520.0;;Deposit - Zephyr Dynamics INV-2237
2026-06-12;1100 Accounts Receivable;;19520.0;Deposit - Zephyr Dynamics INV-2237
2026-06-12;1000 Cash;7325.0;;Owner capital contribution
2026-06-12;3000 Retained Earnings;;7325.0;Owner capital contribution
2026-06-14;1100 Accounts Receivable;11618.0;;Invoice INV-2240 - Brockman & Hale
2026-06-14;4000 Product Sales;;11618.0;Invoice INV-2240 - Brockman & Hale
2026-06-14;1400 Inventory;;6108.0;COGS - INV-2240
2026-06-14;5000 Cost of Goods Sold;6108.0;;COGS - INV-2240
2026-06-14;2000 Accounts Payable;;10991.0;BILL-3134 Firstlane Logistics
2026-06-14;5100 Freight & Shipping;10991.0;;BILL-3134 Firstlane Logistics
2026-06-15;1000 Cash;32819.0;;Deposit - Brockman & Hale INV-2235
2026-06-15;1100 Accounts Receivable;;32819.0;Deposit - Brockman & Hale INV-2235
2026-06-15;1000 Cash;;57726.0;Payroll 2026-06/01-06/15
2026-06-15;2300 Payroll Liabilities;;16281.0;Payroll 2026-06/01-06/15
2026-06-15;6000 Salaries Expense;74007.0;;Payroll 2026-06/01-06/15
2026-06-17;1000 Cash;;27261.59;Pay BILL-3137 Meridian Legal LLP CHK#1016
2026-06-17;2000 Accounts Payable;27261.59;;Pay BILL-3137 Meridian Legal LLP CHK#1016
2026-06-18;1000 Cash;;11630.16;Pay BILL-3138 Kite Digital Ads CHK#1015
2026-06-18;2000 Accounts Payable;11630.16;;Pay BILL-3138 Kite Digital Ads CHK#1015
2026-06-19;1000 Cash;7925.0;;Deposit - Zephyr Dynamics INV-2234
2026-06-19;1100 Accounts Receivable;;7925.0;Deposit - Zephyr Dynamics INV-2234
2026-06-20;2000 Accounts Payable;;2501.0;BILL-3135 Kite Digital Ads
2026-06-20;6200 Advertising & Marketing;2501.0;;BILL-3135 Kite Digital Ads
2026-06-23;1000 Cash;44089.0;;Deposit - Brockman & Hale INV-2236
2026-06-23;1100 Accounts Receivable;;44089.0;Deposit - Brockman & Hale INV-2236
2026-06-23;1000 Cash;;10991.0;Pay BILL-3134 Firstlane Logistics CHK#1017
2026-06-23;2000 Accounts Payable;10991.0;;Pay BILL-3134 Firstlane Logistics CHK#1017
2026-06-23;1000 Cash;;2501.0;Pay BILL-3135 Kite Digital Ads CHK#1018
2026-06-23;2000 Accounts Payable;2501.0;;Pay BILL-3135 Kite Digital Ads CHK#1018
2026-06-24;1100 Accounts Receivable;44053.0;;Invoice INV-2241 - Hartwell Group
2026-06-24;4000 Product Sales;;44053.0;Invoice INV-2241 - Hartwell Group
2026-06-24;1400 Inventory;;25066.0;COGS - INV-2241
2026-06-24;5000 Cost of Goods Sold;25066.0;;COGS - INV-2241
2026-06-28;1590 Accumulated Depreciation;;1033.36;Monthly depreciation
2026-06-28;6800 Depreciation Expense;1033.36;;Monthly depreciation
